judet,tip,localitate,n_locuinte,n_pad,coverage_rate,predicted_coverage_rate,current_premium_eur,opportunity_eur,addressable_market_eur,tsi_actual,tsi_predicted,pred_lower,pred_upper,accumulation_index
Arad,3. COMUNA,VARFURILE,1143,108,0.0945,0.1205,2160.0000,595.7171,22860.0000,2160000.0000,2755717.0911,0.0917,0.1172,70187.4492
Cluj,3. COMUNA,CAMARASU,1098,78,0.0710,0.0981,1560.0000,595.2072,21960.0000,1560000.0000,2155207.2042,0.0723,0.1015,418910.5484
Satu Mare,2. ORAS,LIVADA,2429,284,0.1169,0.1291,5680.0000,593.6200,48580.0000,5680000.0000,6273620.0471,0.1042,0.1376,0.0000
Olt,3. COMUNA,MOVILENI,1749,80,0.0457,0.0627,1600.0000,592.3038,34980.0000,1600000.0000,2192303.8490,0.0477,0.0630,199381.7063
Vaslui,3. COMUNA,COZMESTI,987,35,0.0355,0.0653,700.0000,588.9795,19740.0000,700000.0000,1288979.5346,0.0405,0.0715,43320.7658
Mures,3. COMUNA,CUCERDEA,841,66,0.0785,0.1134,1320.0000,586.5477,16820.0000,1320000.0000,1906547.7157,0.0784,0.1102,514510.1261
Constanta,3. COMUNA,CUZA VODA,1037,36,0.0347,0.0629,720.0000,583.6462,20740.0000,720000.0000,1303646.1572,0.0420,0.0719,52758.4108
Hunedoara,3. COMUNA,BRETEA ROMANA,1286,198,0.1540,0.1767,3960.0000,583.5741,25720.0000,3960000.0000,4543574.0715,0.1493,0.1826,374550.1219
Alba,3. COMUNA,SONA,1669,127,0.0761,0.0936,2540.0000,583.0340,33380.0000,2540000.0000,3123033.9520,0.0807,0.1038,0.0000
Buzau,3. COMUNA,TISAU,2377,363,0.1527,0.1650,7260.0000,581.7908,47540.0000,7260000.0000,7841790.8165,0.1357,0.1737,0.0000
Vrancea,3. COMUNA,PAULESTI,817,69,0.0845,0.1198,1380.0000,576.9588,16340.0000,1380000.0000,1956958.8090,0.0918,0.1378,70.3650
Timis,3. COMUNA,SANPETRU MARE,1451,118,0.0813,0.1011,2360.0000,575.1977,29020.0000,2360000.0000,2935197.7112,0.0800,0.1164,852220.2612
Giurgiu,3. COMUNA,ISVOARELE,896,65,0.0725,0.1046,1300.0000,574.9277,17920.0000,1300000.0000,1874927.6802,0.0780,0.1159,7.9312
Valcea,3. COMUNA,MACIUCA,1320,72,0.0545,0.0763,1440.0000,574.3327,26400.0000,1440000.0000,2014332.7460,0.0588,0.0761,0.0000
Maramures,3. COMUNA,STRAMTURA,1623,167,0.1029,0.1206,3340.0000,573.4489,32460.0000,3340000.0000,3913448.8840,0.1021,0.1211,0.0000
Buzau,3. COMUNA,GHERASENI,1356,110,0.0811,0.1023,2200.0000,573.1893,27120.0000,2200000.0000,2773189.2816,0.0847,0.1215,0.0000
Giurgiu,3. COMUNA,GAISENI,2053,188,0.0916,0.1055,3760.0000,572.7543,41060.0000,3760000.0000,4332754.3176,0.0902,0.1210,18.3282
Bistrita-Nasaud,3. COMUNA,ILVA MICA,1176,178,0.1514,0.1757,3560.0000,572.4181,23520.0000,3560000.0000,4132418.1054,0.1449,0.1985,527683.1409
Gorj,3. COMUNA,MUSETESTI,949,102,0.1075,0.1376,2040.0000,572.0378,18980.0000,2040000.0000,2612037.7857,0.1142,0.1507,719885.4720
Cluj,1. MUNICIPIU,GHERLA,9160,2047,0.2235,0.2266,40940.0000,570.3104,183200.0000,40940000.0000,41510310.4114,0.2078,0.2461,8068415.3550
Valcea,3. COMUNA,ZATRENI,1664,97,0.0583,0.0754,1940.0000,569.3542,33280.0000,1940000.0000,2509354.1793,0.0579,0.0713,0.0000
Alba,3. COMUNA,ROSIA DE SECAS,831,50,0.0602,0.0944,1000.0000,568.9508,16620.0000,1000000.0000,1568950.7956,0.0722,0.0944,0.0000
Teleorman,3. COMUNA,LUNCA,1253,45,0.0359,0.0586,900.0000,568.2740,25060.0000,900000.0000,1468273.9751,0.0415,0.0601,600736.5847
Bacau,3. COMUNA,UNGURENI,1518,96,0.0632,0.0819,1920.0000,567.6593,30360.0000,1920000.0000,2487659.3253,0.0688,0.0996,1046830.4224
Prahova,3. COMUNA,COLCEAG,2140,236,0.1103,0.1235,4720.0000,566.8323,42800.0000,4720000.0000,5286832.3460,0.0996,0.1317,3943800.0747
Arad,3. COMUNA,GURAHONT,1847,235,0.1272,0.1425,4700.0000,564.9389,36940.0000,4700000.0000,5264938.9034,0.1219,0.1533,134096.7231
Salaj,3. COMUNA,GARBOU,1162,157,0.1351,0.1593,3140.0000,562.2278,23240.0000,3140000.0000,3702227.8320,0.1400,0.1613,0.0000
Galati,3. COMUNA,CUCA,1171,66,0.0564,0.0803,1320.0000,561.1745,23420.0000,1320000.0000,1881174.5267,0.0572,0.0814,322.2852
Mures,3. COMUNA,GALESTI,1337,147,0.1099,0.1309,2940.0000,560.4963,26740.0000,2940000.0000,3500496.3028,0.1111,0.1406,944660.7496
Calarasi,3. COMUNA,SOHATU,1793,127,0.0708,0.0865,2540.0000,560.2274,35860.0000,2540000.0000,3100227.3760,0.0743,0.0925,1235701.5473
Neamt,3. COMUNA,ROMANI,1728,149,0.0862,0.1024,2980.0000,560.1149,34560.0000,2980000.0000,3540114.9276,0.0813,0.1118,1179000.0264
Hunedoara,3. COMUNA,DOBRA,1527,239,0.1565,0.1748,4780.0000,559.5468,30540.0000,4780000.0000,5339546.8204,0.1470,0.1929,440166.2394
Covasna,3. COMUNA,DALNIC,432,31,0.0718,0.1365,620.0000,559.3470,8640.0000,620000.0000,1179347.0469,0.0862,0.1546,20012.6510
Galati,3. COMUNA,FRUMUSITA,1850,146,0.0789,0.0940,2920.0000,558.3838,37000.0000,2920000.0000,3478383.7546,0.0740,0.0969,595.9210
Vrancea,3. COMUNA,NISTORESTI,1014,83,0.0819,0.1093,1660.0000,556.6944,20280.0000,1660000.0000,2216694.3584,0.0846,0.1132,79.7042
Mures,3. COMUNA,PANET,2006,253,0.1261,0.1400,5060.0000,556.4813,40120.0000,5060000.0000,5616481.3380,0.1238,0.1584,1515690.6370
Caras-Severin,3. COMUNA,PALTINIS,933,129,0.1383,0.1680,2580.0000,554.4877,18660.0000,2580000.0000,3134487.7474,0.1386,0.1813,610361.7934
Bistrita-Nasaud,3. COMUNA,NUSENI,1328,200,0.1506,0.1714,4000.0000,552.8938,26560.0000,4000000.0000,4552893.8178,0.1396,0.1859,581375.1776
Galati,3. COMUNA,NEGRILESTI,900,46,0.0511,0.0818,920.0000,552.0715,18000.0000,920000.0000,1472071.4586,0.0539,0.0913,252.1971
Suceava,3. COMUNA,FUNDU MOLDOVEI,1689,185,0.1095,0.1258,3700.0000,551.1474,33780.0000,3700000.0000,4251147.4273,0.1078,0.1380,4251147.4273
Satu Mare,3. COMUNA,BARSAU,1024,76,0.0742,0.1011,1520.0000,550.5335,20480.0000,1520000.0000,2070533.4747,0.0813,0.1057,0.0000
Alba,3. COMUNA,LUNCA MURESULUI,975,71,0.0728,0.1010,1420.0000,550.4573,19500.0000,1420000.0000,1970457.2766,0.0797,0.1075,0.0000
Bihor,2. ORAS,VALEA LUI MIHAI,3708,632,0.1704,0.1779,12640.0000,549.9629,74160.0000,12640000.0000,13189962.8579,0.1594,0.1942,6211554.2224
Mehedinti,3. COMUNA,PRUNISOR,2008,88,0.0438,0.0575,1760.0000,549.5017,40160.0000,1760000.0000,2309501.7428,0.0445,0.0568,776112.4775
Iasi,3. COMUNA,LUNGANI,1946,44,0.0226,0.0367,880.0000,548.5047,38920.0000,880000.0000,1428504.7071,0.0241,0.0517,212144.4122
Galati,3. COMUNA,MOVILENI,1097,119,0.1085,0.1333,2380.0000,545.0753,21940.0000,2380000.0000,2925075.2812,0.1063,0.1508,501.1275
Alba,3. COMUNA,MIHALT,1210,110,0.0909,0.1134,2200.0000,544.7670,24200.0000,2200000.0000,2744766.9592,0.0902,0.1157,0.0000
Buzau,3. COMUNA,MURGESTI,647,49,0.0757,0.1178,980.0000,544.2028,12940.0000,980000.0000,1524202.8229,0.0777,0.1075,0.0000
Tulcea,3. COMUNA,DOROBANTU,717,38,0.0530,0.0909,760.0000,544.1971,14340.0000,760000.0000,1304197.1417,0.0552,0.0866,261379.5382
Cluj,3. COMUNA,RECEA-CRISTUR,952,62,0.0651,0.0936,1240.0000,541.9659,19040.0000,1240000.0000,1781965.9302,0.0731,0.0983,346363.1356
Caras-Severin,3. COMUNA,SOPOTU NOU,459,17,0.0370,0.0959,340.0000,540.5262,9180.0000,340000.0000,880526.2009,0.0472,0.0935,171460.0899
Dolj,3. COMUNA,CETATE,2460,113,0.0459,0.0569,2260.0000,539.7853,49200.0000,2260000.0000,2799785.2822,0.0442,0.0621,771954.9438
Mures,3. COMUNA,APOLD,1122,123,0.1096,0.1336,2460.0000,538.6297,22440.0000,2460000.0000,2998629.6590,0.1132,0.1535,809224.6060
Prahova,3. COMUNA,COCORASTII MISLII,1697,211,0.1243,0.1402,4220.0000,538.3271,33940.0000,4220000.0000,4758327.1350,0.1235,0.1752,3549552.8668
Caras-Severin,3. COMUNA,MAURENI,918,112,0.1220,0.1513,2240.0000,538.2084,18360.0000,2240000.0000,2778208.3668,0.1244,0.1608,540985.4425
Hunedoara,3. COMUNA,BRANISCA,899,92,0.1023,0.1321,1840.0000,534.4276,17980.0000,1840000.0000,2374427.5816,0.1031,0.1348,195736.2478
Suceava,3. COMUNA,MOLDOVA-SULITA,899,73,0.0812,0.1109,1460.0000,534.3609,17980.0000,1460000.0000,1994360.9452,0.0873,0.1165,1994360.9452
Sibiu,2. ORAS,SALISTE,3818,671,0.1757,0.1827,13420.0000,533.1225,76360.0000,13420000.0000,13953122.5369,0.1669,0.2162,0.0000
Bihor,3. COMUNA,BALC,1441,148,0.1027,0.1211,2960.0000,530.2451,28820.0000,2960000.0000,3490245.1438,0.0967,0.1204,1643662.4723
Caras-Severin,3. COMUNA,BUCOSNITA,927,112,0.1208,0.1494,2240.0000,529.3287,18540.0000,2240000.0000,2769328.6955,0.1235,0.1487,539256.3523
Bacau,3. COMUNA,MOTOSENI,1881,99,0.0526,0.0667,1980.0000,528.8371,37620.0000,1980000.0000,2508837.1216,0.0507,0.0789,1055742.2381
Caras-Severin,3. COMUNA,LAPUSNICU MARE,718,50,0.0696,0.1064,1000.0000,527.8626,14360.0000,1000000.0000,1527862.6275,0.0750,0.1035,297512.4003
Botosani,3. COMUNA,SUHARAU,2401,96,0.0400,0.0510,1920.0000,526.7992,48020.0000,1920000.0000,2446799.1929,0.0384,0.0584,544438.1270
Dolj,3. COMUNA,MELINESTI,2133,185,0.0867,0.0991,3700.0000,526.1434,42660.0000,3700000.0000,4226143.4264,0.0863,0.1161,1165229.4667
Timis,3. COMUNA,IECEA MARE,926,95,0.1026,0.1310,1900.0000,525.1970,18520.0000,1900000.0000,2425196.9509,0.0977,0.1504,704144.0415
Prahova,3. COMUNA,FANTANELE,918,70,0.0763,0.1048,1400.0000,523.2979,18360.0000,1400000.0000,1923297.8784,0.0836,0.1249,1434715.8790
Constanta,2. ORAS,NEGRU VODA,1916,169,0.0882,0.1018,3380.0000,522.6861,38320.0000,3380000.0000,3902686.0930,0.0850,0.1069,157941.2595
Tulcea,3. COMUNA,VALEA TEILOR,572,33,0.0577,0.1034,660.0000,522.5411,11440.0000,660000.0000,1182541.0651,0.0604,0.1086,236997.9412
Dolj,3. COMUNA,DANETI,2618,205,0.0783,0.0883,4100.0000,521.5643,52360.0000,4100000.0000,4621564.3480,0.0755,0.0934,1274254.6613
Galati,3. COMUNA,VLADESTI,937,57,0.0608,0.0886,1140.0000,521.0880,18740.0000,1140000.0000,1661087.9877,0.0653,0.1019,284.5797
Dambovita,3. COMUNA,MOROENI,2604,413,0.1586,0.1686,8260.0000,520.8476,52080.0000,8260000.0000,8780847.5597,0.1524,0.1840,8454200.2384
Bistrita-Nasaud,3. COMUNA,SPERMEZEU,1397,117,0.0838,0.1024,2340.0000,520.7490,27940.0000,2340000.0000,2860749.0204,0.0830,0.1091,365299.2001
Teleorman,3. COMUNA,DOBROTESTI,2135,96,0.0450,0.0571,1920.0000,519.9081,42700.0000,1920000.0000,2439908.1213,0.0467,0.0614,998275.5920
Buzau,3. COMUNA,CHILIILE,497,33,0.0664,0.1187,660.0000,519.7612,9940.0000,660000.0000,1179761.2010,0.0724,0.1140,0.0000
Mehedinti,3. COMUNA,PADINA,1202,31,0.0258,0.0474,620.0000,519.6852,24040.0000,620000.0000,1139685.2063,0.0314,0.0528,382993.3932
Dambovita,3. COMUNA,GLODENI,1581,197,0.1246,0.1409,3940.0000,516.6659,31620.0000,3940000.0000,4456665.9474,0.1238,0.1473,4290878.0798
Teleorman,3. COMUNA,TATARASTII DE JOS,2180,108,0.0495,0.0614,2160.0000,516.6230,43600.0000,2160000.0000,2676623.0255,0.0486,0.0649,1095126.2517
Bihor,3. COMUNA,SPINUS,643,46,0.0715,0.1117,920.0000,516.3874,12860.0000,920000.0000,1436387.3786,0.0750,0.1094,676438.4542
Arges,3. COMUNA,DAVIDESTI,1272,105,0.0825,0.1028,2100.0000,514.7974,25440.0000,2100000.0000,2614797.4023,0.0866,0.1138,0.0000
Braila,3. COMUNA,TICHILESTI,1710,127,0.0743,0.0893,2540.0000,513.8783,34200.0000,2540000.0000,3053878.2820,0.0704,0.0950,8642.3936
Bistrita-Nasaud,3. COMUNA,MICESTII DE CAMPIE,592,30,0.0507,0.0940,600.0000,513.0871,11840.0000,600000.0000,1113087.1309,0.0583,0.0934,142134.0480
Suceava,3. COMUNA,HORODNIC DE SUS,1937,372,0.1920,0.2052,7440.0000,510.4355,38740.0000,7440000.0000,7950435.4815,0.1900,0.2185,7950435.4815
Ialomita,3. COMUNA,ARMASESTI,1049,86,0.0820,0.1063,1720.0000,509.7174,20980.0000,1720000.0000,2229717.3621,0.0859,0.1159,210273.3695
Salaj,3. COMUNA,MAERISTE,1580,223,0.1411,0.1572,4460.0000,507.7711,31600.0000,4460000.0000,4967771.1250,0.1427,0.1626,0.0000
Dambovita,3. COMUNA,HULUBESTI,1590,120,0.0755,0.0914,2400.0000,506.1081,31800.0000,2400000.0000,2906108.0921,0.0743,0.0958,2798000.9399
Calarasi,3. COMUNA,DOROBANTU,1676,113,0.0674,0.0825,2260.0000,505.9578,33520.0000,2260000.0000,2765957.7906,0.0709,0.0846,1102466.9830
Bistrita-Nasaud,3. COMUNA,LUNCA ILVEI,1294,129,0.0997,0.1192,2580.0000,503.9322,25880.0000,2580000.0000,3083932.1527,0.0980,0.1187,393798.2467
Iasi,3. COMUNA,GOLAIESTI,1382,36,0.0260,0.0443,720.0000,503.5521,27640.0000,720000.0000,1223552.0831,0.0307,0.0570,181707.3029
Olt,3. COMUNA,RADOMIRESTI,2023,98,0.0484,0.0609,1960.0000,503.0535,40460.0000,1960000.0000,2463053.5356,0.0478,0.0599,224005.3617
Arad,3. COMUNA,SAVARSIN,1386,209,0.1508,0.1689,4180.0000,502.8020,27720.0000,4180000.0000,4682802.0052,0.1448,0.1773,119269.8368
Olt,3. COMUNA,STREJESTI,1497,111,0.0741,0.0909,2220.0000,502.3733,29940.0000,2220000.0000,2722373.2940,0.0749,0.1052,247589.5085
Buzau,3. COMUNA,PUIESTI,1872,187,0.0999,0.1133,3740.0000,501.9917,37440.0000,3740000.0000,4241991.7302,0.0919,0.1116,0.0000
Caras-Severin,3. COMUNA,EZERIS,587,90,0.1533,0.1960,1800.0000,501.4758,11740.0000,1800000.0000,2301475.7979,0.1407,0.2277,448153.8958
Suceava,3. COMUNA,SLATINA,1920,255,0.1328,0.1458,5100.0000,500.5242,38400.0000,5100000.0000,5600524.2269,0.1277,0.1594,5600524.2269
Suceava,3. COMUNA,VATRA MOLDOVITEI,1755,214,0.1219,0.1362,4280.0000,500.3923,35100.0000,4280000.0000,4780392.2876,0.1122,0.1443,4780392.2876
Buzau,3. COMUNA,COLTI,646,70,0.1084,0.1469,1400.0000,497.8709,12920.0000,1400000.0000,1897870.8626,0.1158,0.1560,0.0000
Braila,3. COMUNA,CIRESU,1249,48,0.0384,0.0583,960.0000,495.1398,24980.0000,960000.0000,1455139.8344,0.0422,0.0614,4118.0067
Bacau,3. COMUNA,BARSANESTI,1783,133,0.0746,0.0885,2660.0000,495.0736,35660.0000,2660000.0000,3155073.6401,0.0734,0.0934,1327684.6382
Vrancea,3. COMUNA,DUMITRESTI,2149,265,0.1233,0.1348,5300.0000,492.2694,42980.0000,5300000.0000,5792269.3615,0.1132,0.1428,208.2686
Vaslui,3. COMUNA,MALUSTENI,1298,45,0.0347,0.0536,900.0000,492.1822,25960.0000,900000.0000,1392182.1845,0.0400,0.0617,46789.2599
Alba,3. COMUNA,FARAU,1016,70,0.0689,0.0931,1400.0000,491.2641,20320.0000,1400000.0000,1891264.0505,0.0760,0.1161,0.0000
Bistrita-Nasaud,3. COMUNA,TELCIU,2345,288,0.1228,0.1333,5760.0000,491.2225,46900.0000,5760000.0000,6251222.5241,0.1171,0.1452,798240.8004
Timis,3. COMUNA,BARNA,505,46,0.0911,0.1396,920.0000,489.9938,10100.0000,920000.0000,1409993.7931,0.1002,0.1433,409384.7832
Giurgiu,3. COMUNA,PUTINEIU,1609,108,0.0671,0.0823,2160.0000,489.4464,32180.0000,2160000.0000,2649446.4139,0.0677,0.0938,11.2076
Botosani,3. COMUNA,MIHALASENI,997,28,0.0281,0.0526,560.0000,489.0187,19940.0000,560000.0000,1049018.7210,0.0327,0.0588,233417.5151
Sibiu,3. COMUNA,LOAMNES,1422,128,0.0900,0.1072,2560.0000,488.2295,28440.0000,2560000.0000,3048229.5278,0.0876,0.1158,0.0000
Valcea,3. COMUNA,PIETRARI,1452,164,0.1129,0.1298,3280.0000,487.9878,29040.0000,3280000.0000,3767987.7852,0.1102,0.1413,0.0000
Braila,3. COMUNA,VIZIRU,2329,242,0.1039,0.1144,4840.0000,487.8963,46580.0000,4840000.0000,5327896.2546,0.0973,0.1262,15077.8035
Iasi,3. COMUNA,VOINESTI,2731,142,0.0520,0.0609,2840.0000,486.8281,54620.0000,2840000.0000,3326828.0574,0.0505,0.0676,494060.6630
Maramures,3. COMUNA,ROZAVLEA,1388,125,0.0901,0.1076,2500.0000,486.0096,27760.0000,2500000.0000,2986009.6290,0.0939,0.1150,0.0000
Prahova,3. COMUNA,SOIMARI,1352,147,0.1087,0.1267,2940.0000,484.6892,27040.0000,2940000.0000,3424689.1799,0.1032,0.1304,2554703.5653
Hunedoara,3. COMUNA,GURASADA,884,86,0.0973,0.1247,1720.0000,484.2754,17680.0000,1720000.0000,2204275.3646,0.0972,0.1257,181709.7275
Salaj,3. COMUNA,DRAGU,928,80,0.0862,0.1123,1600.0000,483.9740,18560.0000,1600000.0000,2083973.9712,0.0851,0.1111,0.0000
Tulcea,3. COMUNA,NALBANT,935,95,0.1016,0.1274,1900.0000,482.1213,18700.0000,1900000.0000,2382121.2704,0.0965,0.1272,477410.7670
Buzau,3. COMUNA,ODAILE,561,41,0.0731,0.1161,820.0000,482.0964,11220.0000,820000.0000,1302096.4039,0.0776,0.1144,0.0000
Timis,3. COMUNA,TOPOLOVATU MARE,1405,211,0.1502,0.1673,4220.0000,481.1729,28100.0000,4220000.0000,4701172.9282,0.1465,0.1835,1364962.5051
Dolj,3. COMUNA,OSTROVENI,2327,107,0.0460,0.0563,2140.0000,481.0232,46540.0000,2140000.0000,2621023.2328,0.0445,0.0574,722666.7899
Bacau,3. COMUNA,DAMIENESTI,886,62,0.0700,0.0971,1240.0000,480.6720,17720.0000,1240000.0000,1720672.0368,0.0740,0.1067,724074.9634
Arad,3. COMUNA,HALMAGIU,1222,95,0.0777,0.0973,1900.0000,479.0485,24440.0000,1900000.0000,2379048.4640,0.0781,0.1031,60593.7901
Valcea,3. COMUNA,CAINENI,1188,165,0.1389,0.1590,3300.0000,478.7961,23760.0000,3300000.0000,3778796.0505,0.1428,0.2241,0.0000
Mures,3. COMUNA,MIHESU DE CAMPIE,983,72,0.0732,0.0976,1440.0000,478.4554,19660.0000,1440000.0000,1918455.3633,0.0745,0.0919,517723.5811
Neamt,3. COMUNA,STANITA,1048,40,0.0382,0.0610,800.0000,478.4542,20960.0000,800000.0000,1278454.1542,0.0401,0.0572,425776.4260
Olt,3. COMUNA,VALEA MARE,1655,140,0.0846,0.0990,2800.0000,476.0921,33100.0000,2800000.0000,3276092.1143,0.0836,0.1162,297948.1316
Arges,3. COMUNA,CORBI,1958,289,0.1476,0.1597,5780.0000,474.3223,39160.0000,5780000.0000,6254322.3058,0.1425,0.1767,0.0000
Arges,3. COMUNA,CIOMAGESTI,790,33,0.0418,0.0717,660.0000,473.4570,15800.0000,660000.0000,1133457.0216,0.0456,0.0703,0.0000
Bihor,3. COMUNA,CEICA,1667,140,0.0840,0.0981,2800.0000,471.8912,33340.0000,2800000.0000,3271891.1635,0.0832,0.1030,1540832.9494
Dolj,3. COMUNA,AMARASTII DE JOS,1828,68,0.0372,0.0501,1360.0000,470.4800,36560.0000,1360000.0000,1830479.9676,0.0384,0.0529,504698.7244
Giurgiu,3. COMUNA,COLIBASI,1277,105,0.0822,0.1006,2100.0000,469.8265,25540.0000,2100000.0000,2569826.4939,0.0821,0.1136,10.8708
Botosani,3. COMUNA,CRISTINESTI,1608,65,0.0404,0.0550,1300.0000,469.4077,32160.0000,1300000.0000,1769407.6889,0.0419,0.0598,393711.5113
Vrancea,3. COMUNA,VARTESCOIU,1525,202,0.1325,0.1478,4040.0000,468.0041,30500.0000,4040000.0000,4508004.0521,0.1327,0.1618,162.0912
Braila,2. ORAS,INSURATEI,2524,211,0.0836,0.0928,4220.0000,465.1376,50480.0000,4220000.0000,4685137.6010,0.0846,0.1151,13258.8138
Bistrita-Nasaud,3. COMUNA,MILAS,721,39,0.0541,0.0863,780.0000,463.7533,14420.0000,780000.0000,1243753.2932,0.0625,0.0900,158819.2742
Galati,3. COMUNA,UMBRARESTI,2416,294,0.1217,0.1312,5880.0000,461.5202,48320.0000,5880000.0000,6341520.2418,0.1145,0.1523,1086.4372
Botosani,3. COMUNA,HLIPICENI,1605,65,0.0405,0.0548,1300.0000,460.4010,32100.0000,1300000.0000,1760400.9553,0.0416,0.0592,391707.4199
Covasna,3. COMUNA,ESTELNIC,553,53,0.0958,0.1372,1060.0000,457.7997,11060.0000,1060000.0000,1517799.6829,0.0979,0.1433,25755.9431
Dolj,3. COMUNA,CALARASI,1952,153,0.0784,0.0901,3060.0000,456.6740,39040.0000,3060000.0000,3516673.9547,0.0750,0.0915,969615.0138
Salaj,3. COMUNA,CHIESD,994,104,0.1046,0.1276,2080.0000,456.4317,19880.0000,2080000.0000,2536431.6893,0.1051,0.1313,0.0000
Bihor,3. COMUNA,SALARD,1777,198,0.1114,0.1242,3960.0000,455.7044,35540.0000,3960000.0000,4415704.4124,0.1002,0.1320,2079489.3574
Bihor,3. COMUNA,BRUSTURI,1843,163,0.0884,0.1008,3260.0000,455.0858,36860.0000,3260000.0000,3715085.8161,0.0854,0.1053,1749546.7756
Calarasi,3. COMUNA,CRIVAT,1060,72,0.0679,0.0893,1440.0000,454.1547,21200.0000,1440000.0000,1894154.6650,0.0713,0.0973,754980.0600
Suceava,3. COMUNA,DARMANESTI,2453,350,0.1427,0.1519,7000.0000,453.8855,49060.0000,7000000.0000,7453885.5164,0.1383,0.1716,7453885.5164
Calarasi,3. COMUNA,UNIREA,1178,74,0.0628,0.0820,1480.0000,453.0060,23560.0000,1480000.0000,1933006.0064,0.0672,0.0860,770465.5896
Dambovita,3. COMUNA,PUCHENI,980,109,0.1112,0.1343,2180.0000,452.9231,19600.0000,2180000.0000,2632923.1310,0.1124,0.1442,2534978.4529
Harghita,3. COMUNA,CAPALNITA,908,93,0.1024,0.1274,1860.0000,452.8493,18160.0000,1860000.0000,2312849.3341,0.1085,0.1444,35236.0294
Sibiu,2. ORAS,AGNITA,3881,695,0.1791,0.1849,13900.0000,451.9384,77620.0000,13900000.0000,14351938.4141,0.1540,0.1935,0.0000
Vrancea,3. COMUNA,BOGHESTI,914,66,0.0722,0.0967,1320.0000,448.5838,18280.0000,1320000.0000,1768583.7637,0.0758,0.0984,63.5917
Suceava,3. COMUNA,TODIRESTI,2374,398,0.1676,0.1771,7960.0000,448.1067,47480.0000,7960000.0000,8408106.7103,0.1703,0.2019,8408106.7103
Tulcea,3. COMUNA,JURILOVCA,2167,260,0.1200,0.1303,5200.0000,447.7612,43340.0000,5200000.0000,5647761.1828,0.1085,0.1424,1131891.1558
Ialomita,3. COMUNA,COSERENI,1755,164,0.0934,0.1062,3280.0000,447.4430,35100.0000,3280000.0000,3727443.0433,0.0915,0.1173,351516.3051
Calarasi,3. COMUNA,JEGALIA,1717,123,0.0716,0.0847,2460.0000,446.9772,34340.0000,2460000.0000,2906977.1551,0.0701,0.0854,1158675.0690
Arad,3. COMUNA,TAUT,1383,122,0.0882,0.1043,2440.0000,446.2637,27660.0000,2440000.0000,2886263.7177,0.0848,0.1024,73512.4402
Maramures,3. COMUNA,GIULESTI,1220,99,0.0811,0.0994,1980.0000,444.9543,24400.0000,1980000.0000,2424954.3012,0.0847,0.1053,0.0000
Gorj,3. COMUNA,SCOARTA,2636,296,0.1123,0.1207,5920.0000,441.8348,52720.0000,5920000.0000,6361834.8282,0.0932,0.1221,1753340.8182
Mures,3. COMUNA,SANGER,973,65,0.0668,0.0895,1300.0000,441.7580,19460.0000,1300000.0000,1741757.9519,0.0692,0.0897,470039.1688
Salaj,3. COMUNA,CREACA,1393,217,0.1558,0.1716,4340.0000,441.3615,27860.0000,4340000.0000,4781361.5441,0.1553,0.1777,0.0000
Arad,3. COMUNA,ZARAND,995,127,0.1276,0.1498,2540.0000,440.3941,19900.0000,2540000.0000,2980394.0783,0.1116,0.1524,75909.9178
Botosani,3. COMUNA,VLADENI,1938,180,0.0929,0.1042,3600.0000,439.6511,38760.0000,3600000.0000,4039651.0977,0.0848,0.1183,898864.1502
Botosani,3. COMUNA,RAUSENI,1191,56,0.0470,0.0654,1120.0000,438.4062,23820.0000,1120000.0000,1558406.2359,0.0476,0.0658,346761.5057
Bihor,3. COMUNA,MADARAS,1550,204,0.1316,0.1457,4080.0000,435.8086,31000.0000,4080000.0000,4515808.6261,0.1192,0.1670,2126631.4728
Maramures,3. COMUNA,BICAZ,568,38,0.0669,0.1052,760.0000,434.9368,11360.0000,760000.0000,1194936.7829,0.0720,0.1021,0.0000
Suceava,3. COMUNA,BREAZA,822,69,0.0839,0.1102,1380.0000,431.8748,16440.0000,1380000.0000,1811874.8056,0.0841,0.1151,1811874.8056
Valcea,3. COMUNA,MUEREASCA,1182,128,0.1083,0.1265,2560.0000,431.4941,23640.0000,2560000.0000,2991494.0724,0.1080,0.1446,0.0000
Valcea,3. COMUNA,TITESTI,548,44,0.0803,0.1197,880.0000,431.4697,10960.0000,880000.0000,1311469.7295,0.0870,0.1624,0.0000
Timis,3. COMUNA,VICTOR VLAD DELAMARINA,1207,176,0.1458,0.1637,3520.0000,430.6881,24140.0000,3520000.0000,3950688.0659,0.1418,0.1674,1147062.9057
Gorj,3. COMUNA,DRAGOTESTI,998,48,0.0481,0.0696,960.0000,430.1335,19960.0000,960000.0000,1390133.5421,0.0531,0.0815,383124.9864
Vaslui,3. COMUNA,PUIESTI,2354,157,0.0667,0.0758,3140.0000,429.9329,47080.0000,3140000.0000,3569932.8509,0.0657,0.0829,119980.3573
Buzau,3. COMUNA,NAENI,1089,133,0.1221,0.1419,2660.0000,429.5676,21780.0000,2660000.0000,3089567.6153,0.1242,0.1565,0.0000
Maramures,3. COMUNA,SISESTI,2051,329,0.1604,0.1709,6580.0000,428.5704,41020.0000,6580000.0000,7008570.4493,0.1628,0.1996,0.0000
